O*NET-SOC Code,Skill,Importance,Title
51-8091.00,Instructing,2.62,Chemical Plant and System Operators
15-1299.02,Persuasion,2.62,Geographic Information Systems Technologists and Technicians
51-8031.00,Instructing,2.62,Water and Wastewater Treatment Plant and System Operators
51-8031.00,Equipment Selection,2.62,Water and Wastewater Treatment Plant and System Operators
49-2011.00,Learning Strategies,2.62,"Computer, Automated Teller, and Office Machine Repairers"
49-3042.00,Learning Strategies,2.62,"Mobile Heavy Equipment Mechanics, Except Engines"
39-3031.00,Active Learning,2.62,"Ushers, Lobby Attendants, and Ticket Takers"
51-4022.00,Complex Problem Solving,2.62,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
51-8091.00,Mathematics,2.62,Chemical Plant and System Operators
51-8091.00,Social Perceptiveness,2.62,Chemical Plant and System Operators
49-3042.00,Service Orientation,2.62,"Mobile Heavy Equipment Mechanics, Except Engines"
47-3016.00,Complex Problem Solving,2.62,Helpers--Roofers
51-4034.00,Equipment Maintenance,2.62,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
29-1071.01,Management of Personnel Resources,2.62,Anesthesiologist Assistants
51-4051.00,Management of Personnel Resources,2.62,Metal-Refining Furnace Operators and Tenders
15-1243.01,Service Orientation,2.62,Data Warehousing Specialists
15-1243.01,Technology Design,2.62,Data Warehousing Specialists
29-2092.00,Operations Monitoring,2.62,Hearing Aid Specialists
51-7041.00,Speaking,2.62,"Sawing Machine Setters, Operators, and Tenders, Wood"
51-4052.00,Troubleshooting,2.62,"Pourers and Casters, Metal"
53-7041.00,Mathematics,2.62,Hoist and Winch Operators
25-1063.00,Operations Analysis,2.62,"Economics Teachers, Postsecondary"
29-2092.00,Troubleshooting,2.62,Hearing Aid Specialists
25-1063.00,Persuasion,2.62,"Economics Teachers, Postsecondary"
51-7041.00,Coordination,2.62,"Sawing Machine Setters, Operators, and Tenders, Wood"
51-4051.00,Systems Evaluation,2.62,Metal-Refining Furnace Operators and Tenders
15-1243.01,Instructing,2.62,Data Warehousing Specialists
49-3031.00,Writing,2.62,Bus and Truck Mechanics and Diesel Engine Specialists
19-2042.00,Management of Personnel Resources,2.62,"Geoscientists, Except Hydrologists and Geographers"
51-7041.00,Complex Problem Solving,2.62,"Sawing Machine Setters, Operators, and Tenders, Wood"
47-4021.00,Writing,2.62,Elevator and Escalator Installers and Repairers
51-7041.00,Repairing,2.62,"Sawing Machine Setters, Operators, and Tenders, Wood"
11-3051.03,Quality Control Analysis,2.62,Biofuels Production Managers
53-7073.00,Writing,2.62,Wellhead Pumpers
39-5092.00,Persuasion,2.62,Manicurists and Pedicurists
29-1291.00,Learning Strategies,2.62,Acupuncturists
39-5092.00,Monitoring,2.62,Manicurists and Pedicurists
43-3041.00,Instructing,2.62,Gambling Cage Workers
51-4061.00,Mathematics,2.62,"Model Makers, Metal and Plastic"
15-1253.00,Technology Design,2.62,Software Quality Assurance Analysts and Testers
51-7032.00,Writing,2.62,"Patternmakers, Wood"
53-6051.01,Operations Analysis,2.62,Aviation Inspectors
49-3023.00,Persuasion,2.62,Automotive Service Technicians and Mechanics
15-1243.00,Technology Design,2.62,Database Architects
47-4031.00,Equipment Selection,2.62,Fence Erectors
51-4062.00,Coordination,2.62,"Patternmakers, Metal and Plastic"
51-4062.00,Social Perceptiveness,2.62,"Patternmakers, Metal and Plastic"
51-4062.00,Active Learning,2.62,"Patternmakers, Metal and Plastic"
47-4031.00,Complex Problem Solving,2.62,Fence Erectors
47-4031.00,Social Perceptiveness,2.62,Fence Erectors
51-4061.00,Equipment Maintenance,2.62,"Model Makers, Metal and Plastic"
51-4061.00,Operations Analysis,2.62,"Model Makers, Metal and Plastic"
15-1243.01,Negotiation,2.62,Data Warehousing Specialists
19-2042.00,Negotiation,2.62,"Geoscientists, Except Hydrologists and Geographers"
17-3027.01,Systems Analysis,2.62,Automotive Engineering Technicians
15-1243.01,Learning Strategies,2.62,Data Warehousing Specialists
39-5094.00,Persuasion,2.62,Skincare Specialists
29-1123.00,Science,2.62,Physical Therapists
51-4061.00,Social Perceptiveness,2.62,"Model Makers, Metal and Plastic"
19-2042.00,Service Orientation,2.62,"Geoscientists, Except Hydrologists and Geographers"
51-7032.00,Equipment Maintenance,2.62,"Patternmakers, Wood"
19-2042.00,Operations Analysis,2.62,"Geoscientists, Except Hydrologists and Geographers"
49-2093.00,Equipment Selection,2.62,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
51-4051.00,Instructing,2.62,Metal-Refining Furnace Operators and Tenders
25-1062.00,Negotiation,2.62,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
39-5091.00,Management of Material Resources,2.62,"Makeup Artists, Theatrical and Performance"
17-3012.00,Learning Strategies,2.62,Electrical and Electronics Drafters
51-8012.00,Negotiation,2.62,Power Distributors and Dispatchers
47-4011.00,Science,2.62,Construction and Building Inspectors
43-4011.00,Management of Personnel Resources,2.62,Brokerage Clerks
25-3011.00,Management of Personnel Resources,2.62,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
51-4035.00,Complex Problem Solving,2.62,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
29-2099.05,Operations Monitoring,2.62,Ophthalmic Medical Technologists
43-4021.00,Active Learning,2.62,Correspondence Clerks
17-3012.00,Persuasion,2.62,Electrical and Electronics Drafters
25-3021.00,Persuasion,2.62,Self-Enrichment Teachers
47-3016.00,Time Management,2.62,Helpers--Roofers
51-4035.00,Social Perceptiveness,2.62,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
39-5091.00,Management of Financial Resources,2.62,"Makeup Artists, Theatrical and Performance"
49-3041.00,Learning Strategies,2.62,Farm Equipment Mechanics and Service Technicians
49-2021.00,Persuasion,2.62,"Radio, Cellular, and Tower Equipment Installers and Repairers"
39-4031.00,Operation and Control,2.62,"Morticians, Undertakers, and Funeral Arrangers"
51-4035.00,Active Learning,2.62,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
15-1253.00,Instructing,2.62,Software Quality Assurance Analysts and Testers
47-3016.00,Equipment Selection,2.62,Helpers--Roofers
29-1081.00,Operations Analysis,2.62,Podiatrists
29-1081.00,Negotiation,2.62,Podiatrists
51-8013.00,Learning Strategies,2.62,Power Plant Operators
29-1141.00,Management of Personnel Resources,2.62,Registered Nurses
25-1054.00,Operations Analysis,2.62,"Physics Teachers, Postsecondary"
39-5011.00,Time Management,2.62,Barbers
17-3012.00,Operations Analysis,2.62,Electrical and Electronics Drafters
53-7072.00,Management of Personnel Resources,2.62,"Pump Operators, Except Wellhead Pumpers"
47-4011.01,Operation and Control,2.62,Energy Auditors
19-2043.00,Operations Monitoring,2.62,Hydrologists
53-6051.00,Instructing,2.62,Transportation Inspectors
53-6051.00,Persuasion,2.62,Transportation Inspectors
25-1061.00,Management of Personnel Resources,2.62,"Anthropology and Archeology Teachers, Postsecondary"
39-5091.00,Operations Analysis,2.62,"Makeup Artists, Theatrical and Performance"
39-5091.00,Instructing,2.62,"Makeup Artists, Theatrical and Performance"
39-5091.00,Persuasion,2.62,"Makeup Artists, Theatrical and Performance"
15-1251.00,Persuasion,2.62,Computer Programmers
53-6051.00,Active Learning,2.62,Transportation Inspectors
51-4041.00,Equipment Selection,2.62,Machinists
25-3011.00,Mathematics,2.62,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
13-2041.00,Coordination,2.62,Credit Analysts
53-6051.00,Mathematics,2.62,Transportation Inspectors
53-7041.00,Negotiation,2.62,Hoist and Winch Operators
19-2099.01,Negotiation,2.62,Remote Sensing Scientists and Technologists
29-1291.00,Persuasion,2.62,Acupuncturists
29-2099.05,Mathematics,2.62,Ophthalmic Medical Technologists
13-2031.00,Operations Analysis,2.62,Budget Analysts
15-1251.00,Management of Personnel Resources,2.62,Computer Programmers
43-4011.00,Learning Strategies,2.62,Brokerage Clerks
47-2171.00,Reading Comprehension,2.62,Reinforcing Iron and Rebar Workers
19-2031.00,Persuasion,2.62,Chemists
43-9022.00,Social Perceptiveness,2.62,Word Processors and Typists
47-5044.00,Complex Problem Solving,2.62,"Loading and Moving Machine Operators, Underground Mining"
17-3026.00,Negotiation,2.62,Industrial Engineering Technologists and Technicians
47-2081.00,Complex Problem Solving,2.62,Drywall and Ceiling Tile Installers
31-9099.01,Persuasion,2.62,Speech-Language Pathology Assistants
19-1029.03,Quality Control Analysis,2.62,Geneticists
45-2021.00,Operation and Control,2.62,Animal Breeders
31-9099.01,Negotiation,2.62,Speech-Language Pathology Assistants
17-3026.00,Service Orientation,2.62,Industrial Engineering Technologists and Technicians
31-9091.00,Operations Monitoring,2.62,Dental Assistants
19-4012.00,Management of Personnel Resources,2.62,Agricultural Technicians
53-7062.04,Judgment and Decision Making,2.62,Recycling and Reclamation Workers
51-9195.05,Coordination,2.62,"Potters, Manufacturing"
45-2021.00,Social Perceptiveness,2.62,Animal Breeders
51-9195.05,Complex Problem Solving,2.62,"Potters, Manufacturing"
51-9195.05,Judgment and Decision Making,2.62,"Potters, Manufacturing"
35-2011.00,Reading Comprehension,2.62,"Cooks, Fast Food"
47-2082.00,Critical Thinking,2.62,Tapers
31-9099.01,Systems Analysis,2.62,Speech-Language Pathology Assistants
53-7062.04,Time Management,2.62,Recycling and Reclamation Workers
45-2011.00,Management of Personnel Resources,2.62,Agricultural Inspectors
29-2031.00,Negotiation,2.62,Cardiovascular Technologists and Technicians
35-2011.00,Critical Thinking,2.62,"Cooks, Fast Food"
47-5023.00,Social Perceptiveness,2.62,"Earth Drillers, Except Oil and Gas"
47-2031.00,Instructing,2.62,Carpenters
47-2131.00,Judgment and Decision Making,2.62,"Insulation Workers, Floor, Ceiling, and Wall"
35-2011.00,Monitoring,2.62,"Cooks, Fast Food"
17-2199.06,Programming,2.62,Microsystems Engineers
19-4012.01,Instructing,2.62,Precision Agriculture Technicians
11-9199.11,Operations Monitoring,2.62,Brownfield Redevelopment Specialists and Site Managers
33-3021.00,Management of Personnel Resources,2.62,Detectives and Criminal Investigators
27-4014.00,Equipment Maintenance,2.62,Sound Engineering Technicians
45-2021.00,Quality Control Analysis,2.62,Animal Breeders
49-9044.00,Systems Evaluation,2.62,Millwrights
13-1011.00,Learning Strategies,2.62,"Agents and Business Managers of Artists, Performers, and Athletes"
27-4014.00,Negotiation,2.62,Sound Engineering Technicians
49-3092.00,Negotiation,2.62,Recreational Vehicle Service Technicians
17-2151.00,Service Orientation,2.62,"Mining and Geological Engineers, Including Mining Safety Engineers"
19-4012.00,Systems Analysis,2.62,Agricultural Technicians
17-2072.01,Operations Analysis,2.62,Radio Frequency Identification Device Specialists
51-9124.00,Learning Strategies,2.62,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
47-5032.00,Systems Evaluation,2.62,"Explosives Workers, Ordnance Handling Experts, and Blasters"
49-3092.00,Persuasion,2.62,Recreational Vehicle Service Technicians
51-9195.04,Writing,2.62,"Glass Blowers, Molders, Benders, and Finishers"
51-9124.00,Speaking,2.62,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
19-3093.00,Science,2.62,Historians
49-9062.00,Management of Personnel Resources,2.62,Medical Equipment Repairers
51-9195.04,Mathematics,2.62,"Glass Blowers, Molders, Benders, and Finishers"
27-4012.00,Management of Personnel Resources,2.62,Broadcast Technicians
51-9195.04,Learning Strategies,2.62,"Glass Blowers, Molders, Benders, and Finishers"
51-9124.00,Active Listening,2.62,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
17-2072.01,Learning Strategies,2.62,Radio Frequency Identification Device Specialists
33-3031.00,Mathematics,2.62,Fish and Game Wardens
51-9124.00,Reading Comprehension,2.62,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
27-2031.00,Judgment and Decision Making,2.62,Dancers
17-2072.01,Mathematics,2.62,Radio Frequency Identification Device Specialists
47-2021.00,Equipment Selection,2.62,Brickmasons and Blockmasons
31-9092.00,Science,2.62,Medical Assistants
47-2021.00,Operation and Control,2.62,Brickmasons and Blockmasons
51-9123.00,Time Management,2.62,"Painting, Coating, and Decorating Workers"
31-9092.00,Mathematics,2.62,Medical Assistants
29-2031.00,Mathematics,2.62,Cardiovascular Technologists and Technicians
47-2022.00,Mathematics,2.62,Stonemasons
47-5032.00,Systems Analysis,2.62,"Explosives Workers, Ordnance Handling Experts, and Blasters"
19-4051.00,Learning Strategies,2.62,Nuclear Technicians
49-9064.00,Monitoring,2.62,Watch and Clock Repairers
33-3021.00,Systems Analysis,2.62,Detectives and Criminal Investigators
17-2199.06,Operation and Control,2.62,Microsystems Engineers
47-2041.00,Operations Monitoring,2.62,Carpet Installers
49-3091.00,Operation and Control,2.62,Bicycle Repairers
43-9111.00,Management of Personnel Resources,2.62,Statistical Assistants
49-9044.00,Mathematics,2.62,Millwrights
53-2021.00,Negotiation,2.62,Air Traffic Controllers
35-2012.00,Management of Material Resources,2.62,"Cooks, Institution and Cafeteria"
51-9197.00,Speaking,2.62,Tire Builders
51-9083.00,Coordination,2.62,Ophthalmic Laboratory Technicians
51-9083.00,Social Perceptiveness,2.62,Ophthalmic Laboratory Technicians
47-2152.00,Equipment Maintenance,2.62,"Plumbers, Pipefitters, and Steamfitters"
13-1041.06,Negotiation,2.62,Coroners
19-4012.01,Quality Control Analysis,2.62,Precision Agriculture Technicians
11-9151.00,Management of Financial Resources,2.62,Social and Community Service Managers
47-5032.00,Negotiation,2.62,"Explosives Workers, Ordnance Handling Experts, and Blasters"
27-1024.00,Instructing,2.62,Graphic Designers
27-2042.00,Judgment and Decision Making,2.62,Musicians and Singers
17-3026.00,Repairing,2.62,Industrial Engineering Technologists and Technicians
17-2112.03,Operation and Control,2.62,Manufacturing Engineers
17-2112.03,Equipment Maintenance,2.62,Manufacturing Engineers
27-1024.00,Learning Strategies,2.62,Graphic Designers
51-9197.00,Quality Control Analysis,2.62,Tire Builders
17-2112.03,Repairing,2.62,Manufacturing Engineers
51-9198.00,Reading Comprehension,2.62,Helpers--Production Workers
51-9082.00,Management of Personnel Resources,2.62,Medical Appliance Technicians
17-2061.00,Technology Design,2.62,Computer Hardware Engineers
17-2061.00,Service Orientation,2.62,Computer Hardware Engineers
29-1141.03,Quality Control Analysis,2.62,Critical Care Nurses
17-2061.00,Persuasion,2.62,Computer Hardware Engineers
43-9111.00,Negotiation,2.62,Statistical Assistants
35-2013.00,Management of Financial Resources,2.62,"Cooks, Private Household"
51-9083.00,Complex Problem Solving,2.62,Ophthalmic Laboratory Technicians
17-2061.00,Troubleshooting,2.62,Computer Hardware Engineers
47-2031.00,Systems Evaluation,2.62,Carpenters
51-9083.00,Equipment Selection,2.62,Ophthalmic Laboratory Technicians
47-2152.00,Mathematics,2.62,"Plumbers, Pipefitters, and Steamfitters"
47-2031.00,Management of Personnel Resources,2.62,Carpenters
47-5013.00,Systems Analysis,2.62,"Service Unit Operators, Oil and Gas"
47-2041.00,Reading Comprehension,2.62,Carpet Installers
45-2011.00,Mathematics,2.62,Agricultural Inspectors
51-9111.00,Instructing,2.62,Packaging and Filling Machine Operators and Tenders
19-3092.00,Operations Analysis,2.62,Geographers
47-2152.00,Active Learning,2.62,"Plumbers, Pipefitters, and Steamfitters"
53-3052.00,Active Learning,2.62,"Bus Drivers, Transit and Intercity"
49-9064.00,Equipment Selection,2.62,Watch and Clock Repairers
53-3052.00,Coordination,2.62,"Bus Drivers, Transit and Intercity"
47-2041.00,Active Learning,2.62,Carpet Installers
11-9151.00,Mathematics,2.62,Social and Community Service Managers
27-2042.00,Learning Strategies,2.62,Musicians and Singers
51-9111.00,Writing,2.62,Packaging and Filling Machine Operators and Tenders
19-4012.01,Equipment Maintenance,2.62,Precision Agriculture Technicians
19-3092.00,Persuasion,2.62,Geographers
45-1011.00,Service Orientation,2.62,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
27-2042.00,Negotiation,2.62,Musicians and Singers
47-2152.00,Instructing,2.62,"Plumbers, Pipefitters, and Steamfitters"
49-2098.00,Instructing,2.62,Security and Fire Alarm Systems Installers
47-5032.00,Service Orientation,2.62,"Explosives Workers, Ordnance Handling Experts, and Blasters"
35-2012.00,Persuasion,2.62,"Cooks, Institution and Cafeteria"
51-9083.00,Repairing,2.62,Ophthalmic Laboratory Technicians
17-2061.00,Management of Personnel Resources,2.62,Computer Hardware Engineers
13-1041.06,Mathematics,2.62,Coroners
13-1041.06,Persuasion,2.62,Coroners
47-2041.00,Service Orientation,2.62,Carpet Installers
11-9151.00,Operations Analysis,2.62,Social and Community Service Managers
19-1029.04,Negotiation,2.62,Biologists
29-2011.02,Mathematics,2.62,Cytotechnologists
51-9198.00,Social Perceptiveness,2.62,Helpers--Production Workers
13-1022.00,Systems Analysis,2.62,"Wholesale and Retail Buyers, Except Farm Products"
49-9061.00,Learning Strategies,2.62,Camera and Photographic Equipment Repairers
49-9052.00,Writing,2.62,Telecommunications Line Installers and Repairers
51-9192.00,Judgment and Decision Making,2.62,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
47-2131.00,Active Learning,2.62,"Insulation Workers, Floor, Ceiling, and Wall"
45-3031.00,Equipment Selection,2.62,Fishing and Hunting Workers
33-9011.00,Negotiation,2.62,Animal Control Workers
31-9095.00,Time Management,2.62,Pharmacy Aides
45-3031.00,Social Perceptiveness,2.62,Fishing and Hunting Workers
49-3093.00,Judgment and Decision Making,2.62,Tire Repairers and Changers
17-2111.02,Management of Financial Resources,2.62,Fire-Prevention and Protection Engineers
45-3031.00,Active Learning,2.62,Fishing and Hunting Workers
49-9011.00,Learning Strategies,2.62,Mechanical Door Repairers
45-3031.00,Reading Comprehension,2.62,Fishing and Hunting Workers
47-2132.00,Operation and Control,2.62,"Insulation Workers, Mechanical"
53-7062.04,Reading Comprehension,2.62,Recycling and Reclamation Workers
47-2082.00,Social Perceptiveness,2.62,Tapers
17-2111.02,Management of Material Resources,2.62,Fire-Prevention and Protection Engineers
53-3031.00,Mathematics,2.62,Driver/Sales Workers
17-2171.00,Quality Control Analysis,2.62,Petroleum Engineers
31-9093.00,Management of Material Resources,2.62,Medical Equipment Preparers
17-2199.03,Operations Monitoring,2.62,"Energy Engineers, Except Wind and Solar"
45-4023.00,Negotiation,2.62,Log Graders and Scalers
13-1041.00,Learning Strategies,2.62,Compliance Officers
47-2131.00,Reading Comprehension,2.62,"Insulation Workers, Floor, Ceiling, and Wall"
19-4099.03,Management of Personnel Resources,2.62,Remote Sensing Technicians
53-7062.04,Social Perceptiveness,2.62,Recycling and Reclamation Workers
47-2132.00,Quality Control Analysis,2.62,"Insulation Workers, Mechanical"
45-4023.00,Service Orientation,2.62,Log Graders and Scalers
31-9096.00,Science,2.62,Veterinary Assistants and Laboratory Animal Caretakers
49-9011.00,Negotiation,2.62,Mechanical Door Repairers
11-9121.00,Management of Financial Resources,2.62,Natural Sciences Managers
47-2131.00,Persuasion,2.62,"Insulation Workers, Floor, Ceiling, and Wall"
47-2132.00,Active Learning,2.62,"Insulation Workers, Mechanical"
29-2011.02,Operations Monitoring,2.62,Cytotechnologists
13-1031.00,Quality Control Analysis,2.62,"Claims Adjusters, Examiners, and Investigators"
47-2131.00,Quality Control Analysis,2.62,"Insulation Workers, Floor, Ceiling, and Wall"
45-4021.00,Speaking,2.62,Fallers
33-9031.00,Service Orientation,2.62,Gambling Surveillance Officers and Gambling Investigators
49-9061.00,Writing,2.62,Camera and Photographic Equipment Repairers
51-9162.00,Equipment Selection,2.62,Computer Numerically Controlled Tool Programmers
43-9022.00,Coordination,2.62,Word Processors and Typists
33-9031.00,Management of Personnel Resources,2.62,Gambling Surveillance Officers and Gambling Investigators
51-9191.00,Active Learning,2.62,Adhesive Bonding Machine Operators and Tenders
53-3032.00,Complex Problem Solving,2.62,Heavy and Tractor-Trailer Truck Drivers
13-1032.00,Mathematics,2.62,"Insurance Appraisers, Auto Damage"
45-4021.00,Complex Problem Solving,2.62,Fallers
19-3094.00,Science,2.62,Political Scientists
47-5041.00,Management of Personnel Resources,2.62,Continuous Mining Machine Operators
19-4099.03,Science,2.62,Remote Sensing Technicians
17-2111.00,Management of Personnel Resources,2.62,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
45-4021.00,Equipment Selection,2.62,Fallers
27-4011.00,Persuasion,2.62,Audio and Video Technicians
11-9121.00,Technology Design,2.62,Natural Sciences Managers
29-2011.02,Quality Control Analysis,2.62,Cytotechnologists
13-1023.00,Systems Analysis,2.62,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
45-4021.00,Quality Control Analysis,2.62,Fallers
19-4099.01,Instructing,2.62,Quality Control Analysts
53-3032.00,Quality Control Analysis,2.62,Heavy and Tractor-Trailer Truck Drivers
51-9191.00,Judgment and Decision Making,2.62,Adhesive Bonding Machine Operators and Tenders
31-9094.00,Complex Problem Solving,2.62,Medical Transcriptionists
27-2012.04,Systems Analysis,2.62,Talent Directors
19-4099.03,Instructing,2.62,Remote Sensing Technicians
29-2011.02,Management of Personnel Resources,2.62,Cytotechnologists
49-2097.00,Management of Personnel Resources,2.62,Audiovisual Equipment Installers and Repairers
17-2112.00,Persuasion,2.62,Industrial Engineers
49-9051.00,Equipment Selection,2.62,Electrical Power-Line Installers and Repairers
33-9093.00,Time Management,2.62,Transportation Security Screeners
19-4061.00,Instructing,2.62,Social Science Research Assistants
49-9045.00,Quality Control Analysis,2.62,"Refractory Materials Repairers, Except Brickmasons"
33-3051.00,Operations Monitoring,2.62,Police and Sheriff's Patrol Officers
47-1011.03,Operation and Control,2.62,Solar Energy Installation Managers
47-1011.03,Troubleshooting,2.62,Solar Energy Installation Managers
19-5011.00,Management of Personnel Resources,2.62,Occupational Health and Safety Specialists
33-9099.02,Mathematics,2.62,Retail Loss Prevention Specialists
29-2033.00,Management of Personnel Resources,2.62,Nuclear Medicine Technologists
19-4012.00,Persuasion,2.62,Agricultural Technicians
19-4012.00,Negotiation,2.62,Agricultural Technicians
33-3051.00,Learning Strategies,2.62,Police and Sheriff's Patrol Officers
29-1151.00,Operations Analysis,2.62,Nurse Anesthetists
49-2097.00,Systems Evaluation,2.62,Audiovisual Equipment Installers and Repairers
27-3092.00,Social Perceptiveness,2.62,Court Reporters and Simultaneous Captioners
19-4012.00,Operation and Control,2.62,Agricultural Technicians
27-2011.00,Active Learning,2.62,Actors
47-2011.00,Instructing,2.62,Boilermakers
13-1041.01,Management of Personnel Resources,2.62,Environmental Compliance Inspectors
19-1029.04,Service Orientation,2.62,Biologists
31-9097.00,Complex Problem Solving,2.62,Phlebotomists
33-3041.00,Operation and Control,2.62,Parking Enforcement Workers
33-9099.02,Operations Monitoring,2.62,Retail Loss Prevention Specialists
53-3033.00,Complex Problem Solving,2.62,Light Truck Drivers
51-9195.03,Coordination,2.62,"Stone Cutters and Carvers, Manufacturing"
49-9045.00,Equipment Selection,2.62,"Refractory Materials Repairers, Except Brickmasons"
49-9045.00,Complex Problem Solving,2.62,"Refractory Materials Repairers, Except Brickmasons"
51-9124.00,Judgment and Decision Making,2.62,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
17-2151.00,Programming,2.62,"Mining and Geological Engineers, Including Mining Safety Engineers"
11-9081.00,Quality Control Analysis,2.62,Lodging Managers
17-2199.05,Negotiation,2.62,Mechatronics Engineers
19-3099.01,Management of Material Resources,2.62,Transportation Planners
29-1211.00,Operations Analysis,2.62,Anesthesiologists
45-2092.00,Active Learning,2.62,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
45-2093.00,Social Perceptiveness,2.62,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
29-2012.00,Negotiation,2.62,Medical and Clinical Laboratory Technicians
45-2093.00,Writing,2.62,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
47-2121.00,Complex Problem Solving,2.62,Glaziers
49-9051.00,Service Orientation,2.62,Electrical Power-Line Installers and Repairers
53-7062.04,Coordination,2.62,Recycling and Reclamation Workers
13-1021.00,Systems Evaluation,2.62,"Buyers and Purchasing Agents, Farm Products"
45-2092.00,Quality Control Analysis,2.62,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
33-3051.04,Systems Analysis,2.62,Customs and Border Protection Officers
19-4071.00,Quality Control Analysis,2.62,Forest and Conservation Technicians
45-2092.00,Troubleshooting,2.62,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
51-9194.00,Complex Problem Solving,2.62,Etchers and Engravers
45-2092.00,Equipment Maintenance,2.62,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
49-9051.00,Persuasion,2.62,Electrical Power-Line Installers and Repairers
13-1041.00,Management of Personnel Resources,2.62,Compliance Officers
51-9194.00,Equipment Maintenance,2.62,Etchers and Engravers
51-9194.00,Troubleshooting,2.62,Etchers and Engravers
53-7061.00,Speaking,2.62,Cleaners of Vehicles and Equipment
49-2096.00,Instructing,2.62,"Electronic Equipment Installers and Repairers, Motor Vehicles"
33-3051.04,Learning Strategies,2.62,Customs and Border Protection Officers
29-2012.00,Equipment Selection,2.62,Medical and Clinical Laboratory Technicians
27-2022.00,Quality Control Analysis,2.62,Coaches and Scouts
47-1011.03,Mathematics,2.62,Solar Energy Installation Managers
33-9093.00,Negotiation,2.62,Transportation Security Screeners
17-2161.00,Technology Design,2.62,Nuclear Engineers
13-1041.01,Operation and Control,2.62,Environmental Compliance Inspectors
47-2142.00,Social Perceptiveness,2.62,Paperhangers
19-4061.00,Programming,2.62,Social Science Research Assistants
33-9093.00,Operation and Control,2.62,Transportation Security Screeners
11-9081.00,Mathematics,2.62,Lodging Managers
45-4011.00,Management of Personnel Resources,2.62,Forest and Conservation Workers
53-1042.00,Operations Monitoring,2.62,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
35-2015.00,Negotiation,2.62,"Cooks, Short Order"
49-9091.00,Active Learning,2.62,"Coin, Vending, and Amusement Machine Servicers and Repairers"
11-9161.00,Management of Financial Resources,2.62,Emergency Management Directors
47-2161.00,Learning Strategies,2.62,Plasterers and Stucco Masons
19-1031.03,Science,2.62,Park Naturalists
49-9091.00,Social Perceptiveness,2.62,"Coin, Vending, and Amusement Machine Servicers and Repairers"
49-9041.00,Installation,2.62,Industrial Machinery Mechanics
27-4021.00,Operations Monitoring,2.62,Photographers
43-9031.00,Persuasion,2.62,Desktop Publishers
43-9041.00,Learning Strategies,2.62,Insurance Claims and Policy Processing Clerks
43-9071.00,Systems Analysis,2.62,"Office Machine Operators, Except Computer"
49-9091.00,Coordination,2.62,"Coin, Vending, and Amusement Machine Servicers and Repairers"
17-2141.01,Negotiation,2.62,Fuel Cell Engineers
17-2131.00,Technology Design,2.62,Materials Engineers
43-9051.00,Service Orientation,2.62,"Mail Clerks and Mail Machine Operators, Except Postal Service"
19-1029.02,Management of Financial Resources,2.62,Molecular and Cellular Biologists
19-1031.02,Operation and Control,2.62,Range Managers
49-2097.00,Persuasion,2.62,Audiovisual Equipment Installers and Repairers
53-1041.00,Quality Control Analysis,2.62,Aircraft Cargo Handling Supervisors
33-2011.00,Mathematics,2.62,Firefighters
17-2141.01,Service Orientation,2.62,Fuel Cell Engineers
35-2021.00,Judgment and Decision Making,2.62,Food Preparation Workers
49-9092.00,Systems Evaluation,2.62,Commercial Divers
47-2043.00,Quality Control Analysis,2.62,Floor Sanders and Finishers
47-2043.00,Judgment and Decision Making,2.62,Floor Sanders and Finishers
49-9095.00,Equipment Maintenance,2.62,Manufactured Building and Mobile Home Installers
19-4013.00,Management of Personnel Resources,2.62,Food Science Technicians
49-9041.00,Instructing,2.62,Industrial Machinery Mechanics
51-9071.06,Equipment Selection,2.62,Gem and Diamond Workers
17-2141.01,Equipment Selection,2.62,Fuel Cell Engineers
43-9071.00,Repairing,2.62,"Office Machine Operators, Except Computer"
